text,label
maybe baylee ann tater pud nurse fester charlie chainsaws mama rot team next time punishermaxd,2
niggas goofy act like bitches aint lyin,1
stop flattering bitch fan ceiling,0
whoever mocks poor insults maker glad calamity go unpunished,2
dont vote cripple amirite bigot mt vote votewendydavis governor texas,2
dont bih problems zak seem like faggot,0
im going sell iphone macs dont suppo faggots,0
seriously florida vote charlie christ vote taxes ebola,2
man wimp gotta drunk know damn well dont fw hoes,1
inly one seeing austin rivers play bitch ass tonite,1
drinking folie deux wine playing fall bird hahaha,2
gator taunt,2
people faggots like born way big douche bag,0
hate hoe already shit cracks,0
single wanna slit mf throat,0
extra yellow,2
found oreo pocket thanks looking xx,2
youre ratchetest bitch,1
racist tx trash racist wld u intvw n ask racist interrogate itwas disrespectful,0
somebody delight choke fucking retard keeps yelling mashed potatoes tool pgachampionship,0
hoes,1
los bitch taught true meaning gravity panties kissed ankles,1
looks like fag time line bore zzzzzz,0
prefer jameis winston speak along tv blessed coon,0
wonder wrote blog either hoe dat let niggas beat avail bitch nigga hoe let em beat,1
people fags,0
gets bratty attitude brittany birds,2
dont touch sloppy hoes might catch somethin,1
hoes still gon hoes tomorrow,1
hoes loyal,1
playing bitch know wassup,1
rubbish smh game rigged bumgarner took roids,2
ok u fat precious lookin ass bitch u big fat back barnyard lookin ass bitch fix grammar u still fat,0
next clock u gone call darky niccacall dat coon jungle bunnyboondocks ps,0
pat main embody gonna show yankees thing two james beard house tonight,2
u sorry give racist political platform w trash language dana ur intvw kindergaen level,2
basically gop romney right wing reactionaries drudgies teabaggers libearitards hate education system teachers,2
taylor wack ass bitch nigga,1
seriously cares color somebody makes huge faggot book,1
either way schools trash,2
youre sole reason come chipotle incase didnt know keep good work babe,2
yall remember tall ass dyke named jay lmfaooo,1
yo homegirl fat got mustache need yass bitch,1
oh well turns prohibited baby aint mine jig,2
holders justice depament isnt interested inwards facts ferguson rush along hustling bitches disgraceful,0
find wanting google yellow king truedetective kidding going,2
buy bitch red bottoms dont even worry bout cuzzo,1
im coming bitch boy,1
fucking coon,0
hellion grows inside heas selfish wicked white brown yellow black color restricted,2
got fagot,0
vanessa type deoxyadenosine monophosphate fuckin faggot,0
pirates made playoffs yankees outhell frozen ended,2
im going movies weekend bffl bitch nigga solo,1
arabspring training charlie brown rejectedpeanutsspecials,2
free pancake day ihopside bitches finna finally get date nigga,1
roll blunt better bitches havana cause im king round,1
fw niggahs everyday neva changed always niggah thru shit niggahs,1
many yankees players k hits put derekjeter conversation best yankee ever numbers demand,2
rick scott vs charlie crist worst gubernatorial election america face ugly future,2
beyonc trash,0
shoot nigga shoy bitch,0
think cause saw biceps lmao jk im still bitch,1
speaking little bitch didnt even squats little bitch kept talking distract everyone else icu,1
yankees astros mccahy outduels keuchel series closing cuain,2
im get money spade da hoes love,0
media like muslim whale attacks us navy muslim tiger attacks zookeeper muslim bird attacks alexandre gustave eiffel tower mu,2
exposed jihadi kidnap murder handbook plan infiltrate british people army police via,2
hickies thighs right pussy right,1
dont feel like reading right wanna afford sexy coolie girl lyrics via text message,2
fuck faggot,0
cant wait till get full appetite back ate half ghetto sandwich lettuce nothing,2
say one mans trash exist next mans treasure one finds pain next might find pleasure,2
thought would think cuteyou know like shut clam minutes dunce,2
hoes worried bout wrong things life,1
best asian massage park slope top rated spa,2
dis one sexy bitch,1
quote tweet funniest pic ya camera roll bitch staed,1
like literally im done texting someone dont text back slide bitch left id win money,1
saw great chimpout summeime ago middle aged salvadoran yr old son got wasted beaners metlife,0
chris stop angry bird spitting n dana go hail ur racial tendicies u didnt infor caer n u never talk abt,2
hey fans deoxyadenosine monophosphate good score lookingformore,2
wonder many yankee fans hu derek jeter star break lmao,2
lol cause hoes love,1
doesnt affect kids affects faculty staff work schools queer,1
lebron doesnt turn til december made trips faster kobe shaq mike bird hell endorse yal act like hes retirin,2
niggers fell,1
theres gonna lot trash talk today worldcup,2
hey dicklicker says im happily divorced bitter homophobic im scared queersi hate em fudg,0
lesbian pussy taste like rainbow trout lezzzbehonest,1
love bad bitches thats fuckin problem,1
never seen yearling chug water bottle fast lol,2
fucking many hoes,1
mins n pick trash meijernow u guys understand took shots trip,2
punch bitch lip hahaha,1
liberal head explosion ww navajo code talkers appear redskins jackets redskins,2
wants pussy nd dini mean cat,1
bout get twitter bitches twitter fame raising dawg getwitme,1
pooted either young thug gay bitch pooted,0
jihadi pop music debates yo bro hear latest abu yasser hit bro im totally abu hajar fan undergroundculture,2
im jus tryna vaca away niggers bro,0
people love try confront yes bitch said,1
probs fag vhia,0
girl smoke weed dopeman slamming bitch g thats relationship goals ya,1
haha im shocked barca make yellow cards time,2
like bitch didnt make cut,1
old hoes ponk deoxyadenosine monophosphate dyke outchea girl talk,0
real dont position money nigga books chu buy bitch chanel hit puss,0
one mans trash mans treasureperfectly explains strippers daddy issues,2
need thank killing niggers follow reward dis pal graduation,0
nigga fuckin faggot,0
maury funny sometimes ratchet hoes need get knocked fuck,1
well represent genos ultimate faggot got show queer eat,0
snatch ass nigga,0
omg ugly faggot bad mother kill like robin williams,0
happy new year check yo clock hun develop another hour lolthey lil count thing,2
boringhack allah mohamed also fagsplease note welldid god take away balls punishment,0
axerophthol pussy ass nigga know nigga,0
goliath trashtheir time,2
end day call yo dumb ass monkey pickananny hoe u luv white devils,0
women werent blessed cotton candy pussy,1
majority time womans story trash anyway,2
isnt ghettoits sma im idc,2
hoes days like,1
oh saturday funny time better redneck necognize,2
yo teacher baltimore wasnt bullshitin bitch lmao,1
run cp community local cops treat ppl like trash hate makes ppl think waste,2
anglosaxon microphone oz,2
seahawks fans scheduled match pier sat pm trash talk heckle san franciscans prepared wear,2
way niggah flinched movie constitute priceless,0
yes get twitter lame negros never find use internet,0
viola auntieyou cant call egg white trash women white trash like primetime htgawm,2
westvirginia full white trash,0
see da dayd presidents coz bitches hoes makin money day way,1
burnt pussy lips gal blue throwing,1
dooms white nubuck leather upper foam makes pass white resole,2
dear god forgive us moral slope values shacking pretty word perpetual fornication lets,2
beyonc trash,0
faggot,0
word beat fucking fairy pls,0
bitch gotta work hard clean shit without ripping skin lmaosjdusubejs,1
sagittarius compassionate towards people want especially towards ones care abo,2
yeah bitch aint bad hit pass,1
man get yo bitch ass mf mentions man tht bs u trippin,1
gerryshalloweenpay halloween yesterday stupid nigger,0
commandments hoe,1
early morning beer reward waking improving taking trash,2
play games bitch,1
one biggest hoes around really retweet,1
pretty whole yankees thing id rather lose alcs every year live detroit miss real steinbrenner glorydays,2
kind hoe dressing,1
fizz whole hoe outchea see would walking,1
try smash pussy stank,1
theres one fli mad bitches inbox skrr skrr,1
im boss ass bitch,1
fucking bitches,1
shoutouts main bitches side bitchess,1
fag,0
cheeks gone cold bitch,1
talked birds ane fell love,2
recent harvard study concluded bitches fact trippin,1
faaaaggggottttt address blonde whisker confused youre hypocrite cuz youre faggot,0
im crazy u niggers,0
fingers crossed chug chug chug lol,2
horrifying nigga,0
suppose glucinium yellow dont yellow,2
convince u lame nigger liver believes cuz nigger whore,0
peckin order white christian colored poo ricans arab jews donts know axin,0
time ranger scouts head watch yankee prospects rangers,2
rains good go mall weather procyon lotor base,0
draya really catching antiophthalmic factor tan son looking window like ikea monkey everybody trick treati,2
looking ill bitches mind,1
ass michelle obama monkey doesnt go white house,0
little isis faggots usually bags heads anyway makes bullet placement interesting thru scope,0
yeah ok nigger,0
answer snapchat faggot butthu,0
go yankees,2
yall hoes spend bundles mk purse matching wallet nails done dont ev,1
crabtree woulda caught sherman game yall woulda said sherman trash got,2
got iss friday refusing give phone bitches kiss ass cause getting,1
man ducked like angstrom true hick would split white trash faggot lid,0
taking picture saw bird fly past like ohio bird,2
mushroom mountain twice whos countin nothin compares blue yellowed purple pills,2
clog life faggot,0
sweet comeback u fuckin herb dnt watch soccer id wax bitch ass go swallow red soxs kids ur nyc fag,0
video charlie baker remembers tom menino,2
lucky scalawag,2
dyke wears strap ons cant brag beats pussy better dildo cant cum make stop,1
dont know talking decelerate faggot,0
dumb haitian fake black faggots go haiti neck opening,0
millionaires walked tripping bitch paid fight lmao,1
jihadis circulating video killing boko haram nigerian pilot captured helicopter exist shoot,2
die amp car accident faggot,0
lookin bitch probably,1
cmchat u think tough forhick hopget major air time stations cmchat w,2
nigglet,0
charlie wears womens clothing,2
manager new brand pre order w red lust cherry white beanies,2
nuh uh still counts im hoe twitter bae,1
